uniprotAccession,globalMetricValue
A0A7J3QDD0,95.88
A0A7J3JQV8,82.25
A0A7J3M494,95.06
A0A0K1YB33,26.86
A0A1H5TBG8,81.38
A0A1H9ZLP2,75.94
A0A7J3Z636,47.41
A0A1H5SNJ7,61.12
A0A830FHD1,67.19
A0A7J3M4H9,84.94
A0A7J3M2C0,90.31
D3SWT3,87.88
F7PKJ8,91.31
A0A0D5CSK3,73.12
L0AFX5,92.88
A0A643JV54,95.69
D0KU50,77.38
A0A117KMT1,93.62
A0A101FUZ4,43.06
A0A558GDJ0,89.06
D3SQR0,88.06
A0A090IA09,59.0
L0AK55,78.44
A2TIB7,98.06
A0A090JU11,96.56
A0A0D4CYH7,97.31
D0KTH1,97.81
A0A124F7V9,70.06
A0A124FSY7,93.19
A0A101FUJ9,68.06
D3SRA3,93.69
A0A088E2P9,89.88
A0A088E7E1,94.81
A0A088E4I7,95.31
L0AE20,97.69
A0A510N3R5,78.69
A0A088E4K1,96.75
L0JFG4,85.88
Q18NV4,95.88
A0A101DBX6,85.25
D3SYH3,90.44
D3SUC2,77.75
A0A497EXV3,90.19
A0A650CTB8,87.81
A0A643JVV8,89.25
L0JIY3,95.81
A0A643JUD2,93.19
I6SBX4,66.31
A0A558G146,58.06
A0A520KFV8,95.0
A0A088E4J2,91.19
L0JSC0,94.94
A0A643K188,72.81
A0A650CT78,53.06
A0A1H6BEA2,92.94
A0A5N5UKG2,88.88
A0A1H5W4A4,97.06
E7EJF9,98.5
A0A643JUX1,89.31
D6PBH3,69.0
A0A1B1TFT1,95.12
A0A7J4ITG2,97.25
A0A5C2IDJ4,71.25
A0A643JSU7,96.81
A0A7J9P074,95.88
A0A7J9RZ14,86.25
A0A643JWM3,97.88
C8CE25,82.62
H9NMV0,83.88
A0A643K313,85.25
A0A0B5JI34,69.12
A0A0D5CSL6,70.06
A0A0D5CTI3,65.62
A0A643K2J2,94.56
A0A643JXI0,76.69
A0A1H5SY30,71.94
A0A150JJT3,84.38
A0A830FPD4,89.38
Q5V582,78.06
A0A7C4BAX4,92.06
A0A7C5Y7M3,94.69
A0A157T197,95.62
A0A0F2LMY6,93.25
A0A7C4W372,93.19
A0A7C3SKP8,90.25
A0A7C4FG94,94.25
A0A7C3ILH7,92.5
A0A650CHZ3,66.81
A0A650CHB8,91.56
A0A0E3GW83,69.69
A0A0F2LMI8,90.88
A0A1B1TEG7,84.5
A0A7C4FGT7,78.12
A0A7C4BBZ7,96.12
A0A7C1GP89,93.75
A0A7C4NND7,91.25
A7U0Z5,88.5
G1CUD5,72.5
A0A7C4D268,86.5
A0A7C1CFW6,83.25
A0A7C3RCH9,97.25
A0A150JJE3,92.44
E7QQ66,94.81
A0A0E3MBI4,93.44
A0A7C3WVH2,93.56
A0A7C4NMM7,72.81
A0A7C1CE73,88.19
A0A7C1CDW7,71.69
A0A7C3J1P2,83.75
A0A811T592,91.38
A0A650CEH2,97.0
A7LJ09,74.75
Q5V542,83.81
A0A1B1TBU8,84.88
A0A650CH78,86.25
K4HTI0,66.56
A0A650CFM5,87.75
A9A9X7,86.12
Q5V0N4,95.25
A0A832ZS60,94.25
A7U0U5,97.0
E2GDR7,74.19
D2TFU0,97.5
A0A1I7A2C0,84.56
A0A7J3ZLU6,66.94
A0A7J2TJ13,88.62
A0A7J3XY45,88.44
A0A7J4JIV9,90.75
A0A2H9RDQ3,94.12
I3R2D4,57.88
L0AIN9,90.12
A0A7J3QCZ5,92.12
Q5V280,94.19
A0A7J3X9A4,87.5
A0A7J3JSP0,95.0
A0A0F2LTB9,79.38
I3R4K8,90.12
Q64BQ2,59.56
A0A1V0NAB8,77.75
U3MWN3,71.81
A0A7J9NNP3,95.94
A0A0Q2UN82,90.44
I3R4V8,95.19
A0A7G9Y6N2,86.31
L0JLT6,96.19
A0A1I7AI93,34.19
A0A7J3MYI4,85.75
A0A7J3M2L6,91.75
E7QMX1,89.69
A0A7J9PMA3,81.62
A0A2H4VPW3,82.56
I3R5I8,92.62
I3R5C8,87.44
A0A7G9YX77,90.94
A0A7G9YJL4,93.31
A0A0H4TPR4,79.31
A0A7J3ZAM5,77.0
A0A7J3M450,83.75
A0A1V0N243,55.38
A0A345E6E4,82.56
A0A7J9PS49,96.56
I3R4P3,74.31
A0A0U3HNE2,95.38
A0A7G9YIL8,92.0
A0A0U3FB10,85.25
A0A7H0XS20,87.94
L0AJU1,87.69
A0A1I6X4E3,94.19
A0A7J3MWJ2,92.44
A0A7J3Z6X7,92.25
A0A7J3M5U7,94.62
A0A0E3K7B8,65.19
A0A2H4VB90,97.12
L0JJC6,76.19
A0A7J2U2N2,62.66
I3R962,75.94
A0A7J9NXY1,95.62
A0A7J3VRK5,92.38
A0A7G9Z3S4,92.69
A0A0U2VY49,88.06
A0A075I2D0,94.06
A0A075GUS9,95.56
A0A7C5Q7E7,74.56
A0A7C4I4D0,86.94
A0A7G9Z3E0,92.44
M4XZ30,80.25
A0A650CI97,97.12
A0A7G9YDR5,58.5
B3UZH8,77.31
A0A650CGF3,61.41
A0A2L1C8W1,92.12
A0A075GFG7,97.69
A0A075HRC7,92.31
G1CVM6,67.5
A0A7C4S8Z9,85.06
A0A7C1DZY8,89.06
A0A7C2NAB7,93.06
A0A7C4HAA1,86.44
A0A7G9ZBJ0,86.5
A0A7G9ZBK4,97.25
A0A075HJV7,92.5
E4NLX3,88.88
E4NT02,89.12
E4NQZ4,94.69
A0A7C4E0U0,91.19
A0A7C3F196,82.88
A0A7G9YFF8,84.5
A4UYB2,97.44
K4NTV0,75.25
A0A7G9Y2Y7,84.5
A0A075HLD4,95.25
A0A7C3F4X0,84.19
A0A7G9YXS1,89.75
R4NJU4,98.19
A0A650DJC7,97.88
A0A075HXM8,92.56
A0A7C4D408,87.0
A0A7G9Z942,84.5
A0A7G9Z279,83.38
A0A7G9YD12,95.0
A0A7G9Z6H0,78.56
A0A7G9Y8L7,90.12
D7DRB1,36.84
A0A075H913,78.56
A0A075HWV3,88.88
E4NT37,92.38
A0A7C1I4T4,92.0
A0A7C5TEY7,97.25
A0A6S4GNB2,75.5
A0A7C5L704,92.62
A0A7C5U961,81.5
A0A7C5LCP5,95.31
Q4U5W3,90.31
A0A7G9Y6B2,49.69
A0A7G9Y172,74.31
A0A7G9YYN1,93.44
A0A7G9YUW3,92.44
A0A7G9YPX8,95.75
A0A075H095,93.38
A0A7C4B9Q1,75.0
A0A7C5TG88,76.94
A0A7C3MA54,95.12
A0A7G9Z9E5,88.62
A4UYB4,97.06
A0A1B1TBV3,67.75
A0A1V0N9U0,75.62
A0A345E361,91.5
A0A075HYP6,87.69
A0A075FWJ0,95.56
A0A075H441,89.62
A0A075H085,82.69
A0A075HQJ5,38.28
A0A075FNY5,80.5
A0A075G8E9,95.56
A0A075H9J1,85.0
A0A075GA73,90.12
A0A0K0MRN0,72.81
A0A1B1T9R0,89.88
A0A345E0T4,97.06
A0A371QU78,79.5
A0A075G1A1,89.81
A0A075G4X5,57.62
A0A075G8N7,40.47
A0A075FQH6,93.62
A0A075I2N0,85.31
A0A075I668,96.38
A0A075IBL4,81.81
A0A075HWY8,84.88
A0A1B1TCY3,89.12
A0A075HRQ9,89.75
A0A075FP31,90.75
A0A075FS92,86.62
A0A075I3E5,53.31
A0A075GBF8,83.06
V5LBE5,70.81
A0A1H7L9G7,85.56
A0A075GZN7,90.38
A0A075HJC2,69.44
A0A075HM36,93.94
A0A075GA43,82.81
A0A075FNB1,83.88
D6PB01,44.12
A0A1B1TEU6,89.0
A0A075G7C6,96.06
A0A075GAA0,77.75
A0A075GKB5,74.62
A0A075I2Z1,89.81
A0A075FR86,95.94
A0A075FWZ0,91.19
A0A410HWG4,98.5
A0A1H7U320,92.31
Q64CS8,71.25
A6VI11,90.31
I3R4S1,95.69
A0A075G2S3,89.75
A0A075H5E6,96.06
A0A075GPN9,94.94
A0A075FNM0,82.31
A0A075I7A5,93.12
Q5V2P3,92.81
A0A650CUQ4,93.38
A0A0K0MSX0,73.0
A0A830FLX4,97.0
A0A1B1T9I9,95.12
A0A830FV32,93.0
Q7LWE5,93.62
Q5UWU6,87.69
A0A650CV82,80.19
E7QY40,95.62
G3KDL9,63.75
A0A1B1TB84,94.19
A0A0F7P7I5,96.19
E7QNN3,64.38
A0A075GAW0,84.06
A0A075FHF3,90.19
A0A075FZY6,94.81
A0A075IB09,77.62
A0A0E3ME94,93.19
A0A7G9ZCA1,48.66
A0A7G9Z9L1,89.44
A0A0Q2S356,87.25
M0J574,89.31
A0A2H4VSK6,93.31
A0A2H4V9D5,93.56
A0A2L1CCC5,87.38
A0A075FHZ7,88.94
A0A075FK98,85.25
A0A150J988,87.94
A0A0F2LPE3,87.19
A0A7G9YZK7,86.94
A0A7G9YKD5,71.12
A0A160VR97,94.19
A0A1N5U6S8,92.25
A0A075HQS1,90.94
A0A075FLZ2,96.62
A0A075HNK7,90.62
A0A0E3MEB8,78.62
A0A7G9YJU0,51.47
F1C8P4,73.75
A0A075GNH0,96.81
A0A075GIL9,78.25
A0A7G9YV46,81.69
A0A7G9YQ61,72.06
A0A075G3J3,88.94
A0A075FHJ2,90.06
A0A075G1C1,94.88
A0A075I4F6,87.25
I3R303,29.59
A0A7G9YZZ3,79.12
A0A075G9V6,70.62
A0A075GWT5,89.88
A0A075FMV3,72.0
A0A075FW48,89.31
A0A075H2C0,38.03
A0A075IB69,96.56
A0A075I9H1,94.75
A0A6C0US95,83.94
A0A7H1KNI5,85.56
F1A8W3,94.81
A0A0F7PEE6,82.62
A0A2L1CAX2,96.94
Q46DD7,97.62
A0A075I627,93.06
A0A075GX13,97.19
A0A075HF06,94.62
A0A075IEN8,89.88
A0A6C0UQD1,85.62
A0A150JJC8,93.69
A0A0E3GUK9,96.25
A0A0U2Y035,85.81
Q5V440,95.12
A0A2L1C882,85.38
A0A2L1CAC7,92.31
D7DRB4,80.81
C1JDQ6,74.06
E7QT29,84.0
E7QT91,85.75
Q46BP1,72.06
B3T331,92.25
A0A832ZKV7,96.0
E7QWJ9,97.44
E7QW95,94.25
A9A929,82.94
Q5V5B6,94.0
A0A0F6Q8M8,95.0
Q5UZ58,90.12
E7QWP9,73.88
Q5V024,96.19
Q9P9B1,89.38
A0A0E3M9N2,95.12
A0A0F6Q8V7,89.0
Q9V0Y0,83.5
A0A830FVR2,86.25
A0A2R2NVR0,69.19
A0A833E5N5,94.5
C3S539,74.56
A0A068FRQ2,72.62
E7QTP3,92.06
A0A833DZZ2,94.69
E7QR84,86.56
E7QWG6,93.25
A0A2L1CBP0,95.94
Q46E20,95.5
U6A0N8,71.12
A9A8A8,93.94
A0A075HU99,86.31
A0A075GRT1,79.75
A0A075I926,42.19
A0A068B1K9,66.25
A0A0E3K5J6,87.12
A0A7G9YWI7,91.31
A0A075G7D6,90.38
A0A075GIS3,93.94
A0A075GBW8,91.75
A0A075FPK7,86.06
A0A0F6T199,87.69
A0A285G6S1,93.94
A0A1N5UGB1,60.62
A0A833DYI2,91.81
A0A0E3MBL7,94.38
A0A7G9YXV3,82.94
A0A7G9Z7N2,87.31
A0A833E3I6,97.62
A0A075HEP7,72.06
A0A075HFC5,92.94
A0A075GIZ2,91.88
A0A075GHN7,87.62
F1DG80,85.44
A0A0F7PC86,89.88
A0A6C0UNY6,89.19
A0A0F2LP03,97.44
A0A075FNT4,77.38
A0A075FZA6,92.19
A0A075G2X7,95.75
B0F3D9,68.44
A0A0E3GWT9,88.19
A0A075G324,94.69
A0A075HYA9,84.38
A0A075HYD9,88.31
A0A075GYK1,89.25
A0A075HWH9,52.19
A0A075HWR7,92.75
A0A6B7RDE3,72.88
I3R5W0,92.19
A0A7G9ZCF6,44.62
A0A7G9Y657,95.88
A0A075H7E0,92.38
A0A075GHS3,89.94
A0A075HZW0,77.62
A0A075FQ81,94.25
A0A0F7PC78,96.56
A0A0E3KAN3,90.56
A0A0U3HCV8,95.38
A0A7G9YYA6,91.19
A0A7G9YYJ2,90.5
D0KR43,94.31
D0KVA1,84.69
A0A075GUF6,96.5
A0A075HVG7,92.06
A0A0F7P9T4,38.56
A0A0F7P8Z0,93.12
B0FMX4,72.38
A0A833E4M7,92.25
I3R4H5,79.31
A0A0U3FNA2,95.94
I6TUJ0,73.94
I6SZA4,74.31
A0A101IK76,89.81
Q5V6C6,78.5
A0A0E3R1U3,79.56
A0A7G9YGX5,96.06
D0RCF0,98.38
G8GCU9,97.25
I3R0R8,95.38
A0A7G9YY78,81.31
A0A7G9Y122,92.69
Q19VF4,94.06
A0A2L1GH78,73.56
E7QVM7,40.62
I3R8Y3,76.62
A0A090I2C5,93.25
A0A7G9Z111,84.12
A0A0E3MC73,85.94
I3R2Z2,87.0
F8RW99,98.56
A0A117KU02,91.5
A0A101DZR8,79.0
A0A558GDX1,96.75
A0A7G9YBL6,96.75
D3SYE3,88.56
A0A117KM90,84.94
I3R3R4,93.75
A0A7G9YN53,84.25
A0A7G9YJX4,56.97
A0A1H5X4H9,85.75
A0A0F2LSM2,86.31
A0A7G9YFL4,76.62
A0A023UIZ3,98.44
A0A101IH03,87.75
A0A0U3GLG8,71.38
A0A7G9ZCP0,84.94
A0A7G9Z7Y1,74.06
A0A3G8EG41,43.5
G4WGR4,75.75
A0A0E3GVE7,91.62
A0A0E3KA68,81.94
I3R8S2,82.12
A0A0U3H9Q6,88.25
A0A7G9YS75,68.69
D3SSD1,83.5
A0A520KG10,88.31
A0A510NA25,66.19
A0A088MTD8,73.25
A0A0E3KBQ8,82.06
A0A7G9Z0P8,87.38
A0A7G9Z9W0,89.69
A0A7G9YFY8,88.56
Q5V7R7,96.88
A0A7G9YFI5,95.88
D3SRB0,94.06
D3SS69,86.88
A0A482T743,88.06
A5YS80,95.88
B3GBT1,73.44
A0A510N5H2,95.5
A0A0F2LMJ9,90.31
I3R0Q9,96.69
A0A7G9Y176,86.81
A0A7G9Y073,88.94
A0A075G3C0,81.31
A0A075GGV1,93.19
A0A075GWZ2,93.19
A0A075I335,93.81
A0A075GUI5,84.19
A0A075HLZ2,78.5
A0A075I824,76.25
C5NSG4,91.75
L0AHN6,96.56
A0A7G9YUU6,92.88
A0A075H1G8,93.19
A0A075I5F8,96.56
A0A075H0D9,93.06
A0A075H4A6,95.0
A0A2K9YWP4,76.94
A0A075GL42,81.19
L0CLK8,98.06
L0AMG5,83.94
L0AL39,73.69
L0AH28,83.56
A0A0U3GN56,89.25
A0A7G9YU15,93.12
A0A075HJ25,81.31
A0A075HVL3,65.56
A0A075FGK3,94.81
A0A075FKP4,91.31
A0A075GYH6,83.62
A0A075H3J7,85.25
A0A075GJ94,73.31
A0A7G9YXR3,95.5
A0A075HXH3,95.06
A0A075I9J1,64.56
V6ASD3,68.56
A0A1I0A248,84.44
Q465Q2,88.38
A0A075GKS2,46.81
A0A075GSE2,92.0
A0A075IC91,82.12
L0JIA3,87.0
A0A7G9Z8N2,57.19
A0A7G9Y6N4,81.0
A0A075H4G3,96.88
A0A075HRJ3,73.06
A0A075G6G6,89.06
A0A0F6Y974,95.56
A0A1L3KS17,86.44
A0A1D8S2G1,87.62
A0A2L1C8U2,71.38
A0A075HLA2,85.31
A0A075HW09,82.38
A0A075I364,75.06
A0A075IAM0,71.75
A0A0U3GS37,94.25
A0A7G9Z622,53.09
A0A075GU94,95.0
A0A075HCJ4,91.94
A0A075FG31,88.5
A0A075FID2,87.25
A0A075FTQ7,47.66
A0A075IAM7,91.44
A0A075GTL5,97.88
A0A075HNI5,89.06
A0A075GUC5,92.38
A0A075FP23,78.88
A0A075FZP1,85.06
B2XVY7,70.81
A0A075HYA2,88.69
D5JYD2,70.5
A0A075GDL3,89.62
A0A075G289,95.75
A0A075IBH7,95.0
A0A075FSP6,87.94
L0AHZ5,96.5
D4AHY6,91.12
A0A0U2WV09,83.75
A0A7G9YKW2,87.19
A0A075HNL8,96.38
A0A075HVI7,83.0
A0A075GHE2,73.69
A0A1G6NRR9,90.06
A0A7J3MX79,91.81
A0A482SZ38,85.38
A0A650CIG4,79.69
A0A7J3X8I2,93.94
A0A7J3ZL31,84.19
A0A7J3QF27,79.0
D3SZW4,89.19
A0A7C4JLK8,79.75
A0A7C4D7F5,78.19
D0KTC4,91.75
A0A558GCQ0,96.5
A0A7J2U5X4,89.81
F7PGJ0,97.25
F7PFH7,94.25
A0A0M9ANC5,89.94
A0A5N5UCU5,85.62
A0A4D6HHF7,86.31
D0UHH4,73.25
A0A558G165,84.69
A0A7J3JPC9,82.62
Q977S5,90.0
A0A0M9AH88,86.62
A0A7C4H8Y6,94.31
A0A2L1C965,92.62
A0A497F1R1,97.62
A0A0M9AMT8,90.31
A0A7C5TIC5,94.19
A0A7C3VJ28,94.12
A0A7J3SMH8,48.88
A0A7C4NMF9,94.56
A0A7C5UWU8,91.44
A0A7C3RC02,95.5
A0A7C2BM72,94.44
O08448,93.19
A0A6C0USI9,96.88
A0A5N5UCC8,82.12
A0A7C1P482,79.38
A0A7C3RAI3,98.0
Q467U6,91.25
A0A075G9J4,96.31
A0A075GNI9,77.62
A0A075FLX4,88.69
A0A075HAM1,88.62
A0A7J3UYE1,88.62
A0A088E442,75.25
A0A088EA07,92.94
Q469X6,88.75
A0A075H9L8,79.38
A0A075I3P3,94.69
A0A075GC52,87.12
A0A075GAC3,75.0
A0A075I2P9,96.31
A0A075FPS1,93.5
A0A6C0UWL3,70.12
L0JI09,88.81
Q46BH7,72.88
A0A075HK83,87.19
A0A075FYI8,91.94
A0A075GGV5,87.69
R9XU40,74.88
A0A510N8G1,89.06
A0A088E400,96.38
Q46FF9,80.94
Q465J7,96.81
Q46BB7,92.75
A0A075H166,76.25
A0A075HG11,82.94
A0A075HHK9,84.56
A0A075H7V6,83.81
A0A6C0USG3,85.0
A0A314ZRL1,95.88
L0JJP7,93.81
L0AFZ9,85.0
A0A150ISE7,93.81
W0GA62,98.12
A0A523BFS3,92.94
A0A075HJM1,89.5
A0A075ICY8,79.31
A0A075GAN6,80.56
L0JHW0,90.75
L0AKT7,34.34
A0A510N8U2,93.38
D7R211,65.75
A0A075H1P4,95.56
A0A075H3V6,96.56
A0A075HVD1,95.69
A0A075GVA7,89.31
A0A075FWD3,87.25
A0A7J9SEC9,95.88
A0A5B9DAN9,94.0
L0ACB4,93.06
A0A150J8M3,59.75
A0A520KFI4,88.62
A0A088E594,78.81
A0A510N6P7,94.0
A0A075G394,95.06
A0A075HNG8,80.56
A0A075GRK9,66.94
A0A075FJJ4,91.75
A0A075I559,93.94
A0A075HH28,90.69
E4NLM1,94.38
D3STW9,92.25
P95888,94.0
A0A0F7P8V6,95.62
A0A075HJP9,94.81
A0A075HKP3,93.62
A0A075HXZ9,83.31
A0A075GKC4,81.31
A0A075HTX6,94.81
A0A075GFT9,79.25
P94942,97.44
A0A075HEL3,84.12
E4NLP7,93.38
D3SVJ5,85.56
A0A075FWN0,87.06
Q401C6,96.19
A0A0F7PH55,97.75
A0A075G4S3,87.44
A0A075FZ36,78.38
A0A075I3H7,88.94
A0A075I4H8,89.0
A0A0F7PFS2,82.69
A0A075HPZ4,87.88
A0A075G8N4,95.06
A0A075GMS7,96.06
A0A075I1D5,94.38
A0A0K1SYX5,83.88
A0A0E3MD56,92.81
A0A075HX54,79.12
A0A075FNH3,91.56
A0A7C4D3R5,97.12
A0A7C2N841,97.38
A0A7C5Q9R6,94.06
A0A1H9YV50,92.06
A0A1I0FPS9,96.5
A0A1G6TV67,90.88
A0A1D8S1I8,90.94
A0A7J3Y0D4,88.69
A9A6X7,88.75
A0A1D8S231,90.12
A0A7J3X5E9,93.56
A0A7C4BEF9,40.88
A0A1G6UED4,85.0
I6M2I2,72.75
A0A7J3MYN5,43.19
A0A7C1E3G6,52.12
A0A7C5THP3,95.38
A0A7C2ZVG5,53.22
A0A2Z2L281,75.25
A0A1H9ZQH3,92.5
A0A124FC20,92.62
A0A101DD54,98.12
A0A101ILK5,91.06
A0A7J3KGJ0,87.06
A0A7C4B9U8,64.88
A0A1I0EBA1,85.5
A0A1D8S4L8,84.06
A0A7J3MYI9,90.38
A0A7J3PJN5,84.88
Q9UYI3,88.0
A0A1I0IR06,92.88
A0A1G6P687,92.38
A0A7C3UCZ6,93.81
A0A7C3SNL2,91.94
A0A7C4NPC1,93.56
A0A7C4BCD9,93.12
T1YX65,73.5
A0A1I0E9L8,89.0
A0A1H9ZUE8,92.44
A0A1I6ZYH2,83.19
A0A7J3Z4K4,74.5
A0A7C3YG53,83.5
A0A7C5XMY2,94.69
A0A7C3RH18,93.69
A0A7C5QS33,91.12
A0A7J3TJW0,90.75
A0A7J3MYP7,95.75
D0KPY1,94.31
A0A101DYZ7,95.69
A0A7C3SKU9,92.88
A0A7C4H936,88.19
A0A7C5L7K3,93.94
A0A1I0GQE2,95.5
A0A7J3JNR1,78.56
A0A7J3ZLW4,81.81
A0A7J3VRM7,89.62
A0A101FVB6,91.81
A0A558GAX7,92.94
A0A345E3V0,77.81
D0KQL0,86.94
A0A101FTY1,86.81
A0A2R4RNV5,94.19
A0A2R4RNU3,81.81
B3V6F1,68.88
A0A558GAZ9,94.25
A0A643JY48,96.25
A0A117LG15,86.12
D0KRI3,37.88
A0A124G3A8,95.0
A0A558FU95,82.62
D8J417,91.5
A0A7J4JF77,87.38
A0A5B9DFB2,77.81
A0A117MFJ4,91.38
A0A101IK23,85.12
Q1HD91,75.56
D0UHQ9,66.44
D0KV78,46.31
A0A650CY40,90.81
A0A7J9S8F8,92.31
A0A558G8X3,73.06
A6VI00,92.81
A0A345E5S6,96.56
A0A088E8M2,89.88
A0A650CX81,91.25
A0A650CTN0,96.25
B3T454,91.06
A0A7J4JJ95,72.56
D0V1C4,71.69
A0A117LG17,97.19
D0RCE3,97.88
D0KNW3,96.25
A0A117KLW9,93.12
A0A650CHZ6,90.62
L0AFD7,92.44
L0AEL4,74.25
A0A1W6RCK1,70.62
A0A1V0N2T6,90.31
A0A315B9S4,85.69
A7DZZ1,87.38
A0A0A0WAR3,97.38
A0A1N7DV14,92.06
A0A1N7FQL3,86.81
Q6L094,97.06
L0AKN2,74.44
A0A1N5UQ58,92.06
B1GTH2,98.31
L0AEB1,82.25
A0A7J9NHF2,92.69
A0A1L2JQ24,95.12
L0AMX1,61.69
A0A7J3VRB2,88.88
A0A520KF58,88.06
A0A558G853,36.97
A6VFT5,90.62
D6PBG6,83.0
A0A1B1TED1,82.38
A5YSF6,84.0
A0A0F7PB84,93.12
A0A1B1TFU4,82.75
A0A1B1TEC2,96.62
A0A1B1TDA6,82.0
A0A1B1T9P6,85.94
A0A1B1TG50,90.69
D8JBG5,85.25
B3T7M6,76.5
W5ZUB3,69.56
A0A157T0F4,93.75
A0A497EYR7,75.25
A0A0M5N5G0,65.19
A0A0F7PDK5,95.38
A0A0S1WDY8,96.5
A0A1B1TBE6,58.0
D8J799,97.31
E3UUP8,67.25
A0A088N6B1,76.44
P95877,89.19
A0A2J6N3U2,93.06
D9IV70,80.0
D8JD95,78.12
A0A2H4VA35,93.5
B3UYZ4,72.19
V6AS06,95.0
A0A2J6N410,92.31
D3T1C4,93.19
F4ZVJ1,74.56
W0P3V2,66.12
A0A2H4NED8,71.25
A0A2H4VBI6,95.12
A0A150J0M8,93.12
A0A315B6X2,91.88
E0A1G9,91.75
A0A101DEE8,90.12
B6S4D2,67.44
C1JDR7,74.69
A0A1H5VTV0,75.31
A0A1H5U568,89.25
A0A124G678,94.25
A0A510N6A7,79.31
A0A088E1P5,89.81
C4PIR1,70.69
A0A558G907,58.47
A0A510N881,91.38
A0A088E6J7,95.88
A0A088E5Q2,90.88
A0A6C0V368,70.62
A0A0B5AGP0,98.38
A0A5N5UDW8,74.81
A0A101IKF5,82.38
Q1HAR4,98.44
R4S186,97.06
D8J7W9,89.19
A0A0G2RH99,98.31
A0A1H6AU69,94.44
D0KTK8,90.56
A0A088EA03,96.75
A0A6C0UNY1,93.38
A0A6C0UW08,89.31
A0A6C0UX49,62.34
K4HSB2,76.81
B3T3E3,95.69
A0A101DDK4,93.62
A0A088MWJ5,70.06
W0P2R4,71.75
Q3I339,70.25
D8J8M6,91.56
B3T7K7,94.19
A0A117KLC9,96.31
A0A7C2FR68,83.31
A0A1H6CFN6,90.69
A0A447IU03,92.94
A0A7C1IHG7,96.94
A0A7C5LBU8,95.12
A5HAB4,72.88
A0A7C4D6R3,83.75
A0A7C5LCW1,89.88
A0A830FQ86,85.0
A0A1H5VRI7,82.94
A0A1L3Q267,90.69
E4NW60,87.19
A0A7C5TKR5,92.0
A0A7C3IW99,95.69
A0A3G8E8A1,91.12
A0A1H6CRG8,84.0
A0A4P8WMK3,82.0
A0A7C4B905,91.94
A0A7C3SLY5,87.38
A0A7C4D2K1,79.88
A0A7C3MFQ9,86.44
A0A161K9R4,96.94
A0A7C1E3T3,87.75
A0A7C1GAQ6,96.12
A0A7C1CF79,73.0
A0A7C1GMW1,87.12
A0A7C2FER0,94.5
A0A7C3F2F7,93.31
E4NL51,96.94
A0A7C3WLA0,87.19
W0G995,72.44
A0A1H5Z122,82.88
A0A832EVB7,94.25
A0A7J9S8S7,84.12
A0A7J3WCI3,92.69
A0A1H6C5T4,95.31
A0A150II79,90.19
A0A2S1TPR9,69.38
A0A1D8S390,81.38
A0A7J3SK91,92.88
A0A7J3SMV4,91.06
A0A510N9D5,88.0
A0A088E4F5,88.44
Q50509,96.81
A0A1I0IFR0,95.31
A0A1I7AAQ1,92.38
A0A7J3WBW7,87.88
A0A7J2U288,83.81
A0A1H5WWA1,77.81
C0KGQ6,71.38
A0A7J3QE66,34.69
A0A088E357,93.69
A0A150II01,93.88
Q9V0W0,92.81
A0A1B1TF14,95.81
D2EFL3,64.06
A0A1I7ACN9,96.44
A0A7J3JQW9,91.25
A0A7J3M4C9,94.75
A0A1H6AT86,82.38
A0A090IA55,85.38
A0A1G6R279,85.69
A0A7J3SML4,92.88
A0A7J3XZW2,73.62
A0A7J3XZV6,76.5
A0A1G6QY68,93.38
A0A7J3IAI9,95.94
A0A7J3LZI1,96.19
A0A1H5UXA1,95.25
A0A150J0U5,94.19
B5B257,67.44
A0A1G6XDN1,95.44
A0A1I6X6J6,75.25
E7QQT5,78.25
A0A0E3JVK4,94.5
A0A0E3MHR5,94.62
A0A7J3ZLJ6,96.62
A0A7J3SKB4,88.62
A0A7J3SLS3,87.12
A0A1I0JVC1,73.12
A0A7J3JS79,81.69
A0A7J3ZAC1,94.75
A0A7J3XZN9,93.5
A0A2J6N3Y2,87.12
A0A2J6N418,94.38
A0A7J3MX88,90.5
A0A7J3M138,96.94
A0A7J3SMJ0,89.81
A0A7J2U2R0,93.69
A0A7J3XXX0,94.75
A0A7J3KEU1,90.31
Q5V2E2,51.16
A0A1I6X317,59.19
A0A1I0HU83,87.94
A0A650CSW2,87.56
A0A643JWQ0,88.69
A0A643K1U5,94.56
A0A0F2LQM3,90.12
A0A7J2TJF6,96.62
A0A7J2TIE3,83.44
A0A1H9YPL3,91.38
A0A7J3X5S4,95.69
A0A7J3ZJF4,86.81
A0A7J2TK95,90.88
A0A7J3M3D8,91.44
A0A650CHM0,86.31
A0A7J3X526,94.31
A0A7J3ZIY3,62.94
A0A7J3QEI8,87.88
A0A7J2U6C3,76.31
A0A1I6X5M5,72.75
A0A7J2U384,96.06
A0A7J3Z747,88.56
A0A0E3KBJ8,48.0
A0A650CE88,90.44
A0A7J3QFY1,86.44
A0A7J2U5M7,91.62
A0A7J2TGH2,97.88
A0A2J6N428,93.81
Q5V695,86.31
A0A650CI82,83.0
A0A7J3Z6Y2,94.06
A0A7J2TKI1,90.38
A0A2H4ND80,64.56
A9A9M0,84.31
A9A936,83.06
A0A7J3Z565,96.12
A0A7J3JPN7,92.69
C3NH76,88.81
Q0ZCM1,75.56
D8JBV4,86.69
C1JDD1,71.81
A0A1N7A424,86.25
